time,u,v,w,p,q,r,phi_deg,theta_deg,psi_deg,airspeed,alpha_deg
1.464179481095426866e-03,8.499900690347288901e+01,-2.179264967537069151e-05,1.517397552602313925e-03,7.356428298177692627e-07,-1.324337110929381649e-03,4.261945937066949586e-07,5.455317286303291731e-08,5.729480531864221682e+00,5.229078696165590683e-08,8.499900691701992628e+01,1.022841075038547886e-03
1.875351970825269712e-03,8.499872805350166516e+01,-2.790258332171131905e-05,1.937083996297064847e-03,8.151149406484810370e-07,-1.365483598452898366e-03,3.121982351061781272e-07,7.369267480159573638e-08,5.729448847519191368e+00,6.103198799894765056e-08,8.499872807557889587e+01,1.305745863174367135e-03
2.764319796318283340e-03,8.499812522024987516e+01,-4.109714868657982258e-05,2.839390995890403360e-03,9.867070285097633715e-07,-1.453866004763603413e-03,6.595390370167510716e-08,1.205471970513791664e-07,5.729377043678131720e+00,7.070935830406728162e-08,8.499812526768522503e+01,1.913984808134279632e-03
6.059135940202095214e-03,8.499589150989326924e+01,-8.981854054398370518e-05,6.124117232035600905e-03,1.619957583757212226e-06,-1.774712036461390235e-03,-8.441021097011101563e-07,3.592810127903426104e-07,5.729072134399796568e+00,-3.174539608067342336e-09,8.499589173056793356e+01,4.128270952848724258e-03
1.316934831005304139e-02,8.499107445301008568e+01,-1.939866687574699701e-04,1.290482973718354472e-02,2.971933338900661034e-06,-2.432317420798003026e-03,-2.794097278715451181e-06,1.220881670822487448e-06,5.728213616757316551e+00,-7.486257030570928570e-07,8.499107543294981326e+01,8.699646149340033510e-03
2.027956067990398931e-02,8.498626209259641939e+01,-2.968358617655280913e-04,1.928879024373560819e-02,4.304116010562174347e-06,-3.045087615327641412e-03,-4.725287221386760763e-06,2.549936634371601872e-06,5.727096441716502007e+00,-2.288627770652395930e-06,8.498626428204167382e+01,1.300405767579728214e-02
2.961129352512664736e-02,8.497995365319157202e+01,-4.298387639631308073e-04,2.711073504070067586e-02,6.022762250385465453e-06,-3.786425328788669848e-03,-7.231714227409781606e-06,4.991483190897284650e-06,5.725267086399796312e+00,-5.502717670230913670e-06,8.497995797878051860e+01,1.827878903030528274e-02
3.894302637034930542e-02,8.497365413674745582e+01,-5.606190892405028391e-04,3.435281718497270459e-02,7.707961449917699170e-06,-4.462269902318018525e-03,-9.706656862176586218e-06,8.209593437515782868e-06,5.723059142887302997e+00,-1.005527403412521999e-05,8.497366108260794704e+01,2.316331281558198923e-02
4.827475921557196348e-02,8.496736393784279073e+01,-6.892042812228484040e-04,4.106672668303118501e-02,9.360084539482765048e-06,-5.078480808558555847e-03,-1.215059641905236697e-05,1.218828263326112400e-05,5.720506037425023393e+00,-1.592956246912407851e-05,8.496737386489516553e+01,2.769239652837304430e-02
5.998224293948143521e-02,8.495948603262965548e+01,-8.474627158165900283e-04,4.881471920851866014e-02,1.138661177706489904e-05,-5.775371320411147764e-03,-1.517359072332093167e-05,1.823136689474871532e-05,5.716861210003197691e+00,-2.514343421368221137e-05,8.495950006046173542e+01,3.292012712880062336e-02
7.168972666339090694e-02,8.495162392901856663e+01,-1.002361272752852863e-03,5.588878652761047200e-02,1.336240239291020843e-05,-6.396246060969325471e-03,-1.814937411712462423e-05,2.541599153298643301e-05,5.712774910640865400e+00,-3.637979573254815694e-05,8.495164231925470233e+01,3.769428976220597083e-02
8.339721038730038560e-02,8.494377813412944533e+01,-1.153951758890816139e-03,6.236329655335819816e-02,1.528819506604655389e-05,-6.949537998359346137e-03,-2.107877056899096381e-05,3.371186446655402769e-05,5.708295246115159927e+00,-4.960723042515600794e-05,8.494380103464037290e+01,4.206491782602889140e-02
9.510469411120986427e-02,8.493594908257507825e+01,-1.302285157837046415e-03,6.830435890251328190e-02,1.716472726786975384e-05,-7.442744418438305976e-03,-2.396256778689868984e-05,4.308915886706425917e-05,5.703464986426145522e+00,-6.479486704848388978e-05,8.493597655728211748e+01,4.607649276991061804e-02
1.097459488060889138e-01,8.492618228104471712e+01,-1.483282145591274977e-03,7.507245497837680692e-02,1.944329524744482958e-05,-7.985077567929797088e-03,-2.750599296583039759e-05,5.629343328592199109e-05,5.696988501311925468e+00,-8.650068731607777901e-05,8.492621547500428392e+01,5.064791083327865873e-02
1.243872035009679633e-01,8.491644286528828900e+01,-1.659360043251442924e-03,8.119846886562327726e-02,2.164739848157423957e-05,-8.455240315939825668e-03,-3.098070044886605523e-05,7.108669312379623602e-05,5.690088075410353774e+00,-1.111665071892885460e-04,8.491648170313341382e+01,5.478712948862672627e-02
1.390284581958470267e-01,8.490673135154548845e+01,-1.830613504406961543e-03,8.676938826292912577e-02,2.377845291831009024e-05,-8.863100474587739391e-03,-3.438804970587535802e-05,8.741360246427203127e-05,5.682820010773069086e+00,-1.387352154084735755e-04,8.490677570772194827e+01,5.855269574723242360e-02
1.536697128907260901e-01,8.489704817190056474e+01,-1.997135422326161598e-03,9.186029432520148585e-02,2.583785967204111733e-05,-9.217175934460091966e-03,-3.772934962548822607e-05,1.052199080490835405e-04,5.675232911609210618e+00,-1.691508138689475690e-04,8.489709789270908402e+01,6.199514858292309860e-02
1.716753352142786071e-01,8.488517930423290636e+01,-2.195569011391581334e-03,9.755777586469470408e-02,2.827429823379691857e-05,-9.589636122881172592e-03,-4.174974095235778137e-05,1.290678197341653020e-04,5.665526413897882030e+00,-2.103778461771066909e-04,8.488523539374752147e+01,6.584949693788529068e-02
1.896809575378311241e-01,8.487335439314243501e+01,-2.387150685681869999e-03,1.027291657452744367e-01,3.060700827857066637e-05,-9.903431363757743411e-03,-4.567442444601311639e-05,1.549760088043331322e-04,5.655466840877386936e+00,-2.557274285828443710e-04,8.487341659744782874e+01,6.934973641421658674e-02
2.076865798613836411e-01,8.486157389446010768e+01,-2.572042916755902606e-03,1.074599369244887553e-01,3.283848263032582035e-05,-1.016826085409332746e-02,-4.950559640819777931e-05,1.828500706446480625e-04,5.645109560183506403e+00,-3.051018316021397486e-04,8.486164197149594202e+01,7.255342175533203986e-02
2.256922021849361581e-01,8.484983818142084999e+01,-2.750404594330567963e-03,1.118214124068443310e-01,3.497116787375492372e-05,-1.039221872942730322e-02,-5.324538554299748677e-05,2.125979005213549382e-04,5.634500786196046107e+00,-3.584055379986361548e-04,8.484991190924303339e+01,7.550858573542816587e-02
2.480603609200223159e-01,8.483532188620370107e+01,-2.963119037962246363e-03,1.168139359996528681e-01,3.748659114699718416e-05,-1.062357660620492569e-02,-5.776711053616760547e-05,2.520279558008583728e-04,5.621028834129625729e+00,-4.299563752798032197e-04,8.483540236134624024e+01,7.889333289919280012e-02
2.704285196551085013e-01,8.482087565476122393e+01,-3.166285265107144156e-03,1.214210574480136529e-01,3.985775048463036124e-05,-1.081280142378319986e-02,-6.215484332524042550e-05,2.940436953819240977e-04,5.607288381023305845e+00,-5.072527435864475440e-04,8.482096262091712902e+01,8.201883475115819000e-02
2.927966783901946868e-01,8.480649986613859426e+01,-3.360186069340818926e-03,1.257173428944890203e-01,4.208902672339213832e-05,-1.096835740603076259e-02,-6.641231456618974717e-05,3.384826786447848752e-04,5.593327797847530647e+00,-5.901249413815301591e-04,8.480659311448916071e+01,8.493532800598382893e-02
3.197482040642496415e-01,8.478927239320847775e+01,-3.581900473536804227e-03,1.305646775597987808e-01,4.459773639159194422e-05,-1.112055591342775082e-02,-7.137426581073003291e-05,3.950232753420116036e-04,5.576268470794240706e+00,-6.971509665947144300e-04,8.478937299529194149e+01,8.822813138591394100e-02
3.466997297383045962e-01,8.477214804690601113e+01,-3.791029476831929423e-03,1.351281040705004655e-01,4.691679614771573605e-05,-1.124287464344546870e-02,-7.615849715317077491e-05,4.545874024144505067e-04,5.558998224223017814e+00,-8.117527598518495214e-04,8.477225582974045892e+01,9.133027389095557669e-02
3.736512554123595509e-01,8.475512715574872402e+01,-3.988024992926870668e-03,1.394698292699389774e-01,4.905321676467465678e-05,-1.134237715355225495e-02,-8.077094820446960039e-05,5.169187375717247245e-04,5.541557499274615495e+00,-9.336597262530611481e-04,8.475524200263222951e+01,9.428368102143941387e-02
4.071017803512667066e-01,8.473414617394492154e+01,-4.216304067608598119e-03,1.446204070045802592e-01,5.146096745049941678e-05,-1.144211813500778385e-02,-8.626534246156175513e-05,5.977590285677497357e-04,5.519719799893090695e+00,-1.094730535051351020e-03,8.473426969453862512e+01,9.778974924651012701e-02
4.405523052901738623e-01,8.471332534478835896e+01,-4.427370760608210012e-03,1.495691068699833426e-01,5.361030498896320577e-05,-1.152257192437609705e-02,-9.151456462078075814e-05,6.820302929450241690e-04,5.497710448335249467e+00,-1.266170505582465272e-03,8.471345749933303182e+01,1.011608224507784121e-01
4.740028302290810180e-01,8.469266497377068958e+01,-4.621998431866931531e-03,1.543640330612104372e-01,5.551321850464517235e-05,-1.158920408122748880e-02,-9.652879764491301866e-05,7.693013605018084308e-04,5.475560879874045384e+00,-1.447518013763404113e-03,8.469280577461663029e+01,1.044293246889067550e-01
5.174376206373273446e-01,8.466607776691400034e+01,-4.851401174218994243e-03,1.604158176428690796e-01,5.763519825631330273e-05,-1.166136708910651791e-02,-1.027050093511689414e-04,8.864254737843504407e-04,5.446627063305559346e+00,-1.697054747663372326e-03,8.466622987474859485e+01,1.085575068818178252e-01
5.608724110455736156e-01,8.463976194346957982e+01,-5.055886032316470567e-03,1.663169936541182004e-01,5.938506529475034128e-05,-1.172257985800675278e-02,-1.085219256718440944e-04,1.007064782236645906e-03,5.417528254821735167e+00,-1.961628910975123010e-03,8.463992550062626208e+01,1.125859680373844096e-01
6.150217775680469900e-01,8.460733507436030720e+01,-5.278137949276308187e-03,1.735123691679019420e-01,6.107985911193216386e-05,-1.178918132863167843e-02,-1.152999076730458776e-04,1.161179664622487935e-03,5.381053095538300468e+00,-2.311208790341478820e-03,8.460751315802914974e+01,1.175017804389892062e-01
6.691711440905203645e-01,8.457533112148909993e+01,-5.466623970394431792e-03,1.805647944893645496e-01,6.227314951913400388e-05,-1.184914331362449565e-02,-1.215849816074190666e-04,1.318077299246407132e-03,5.344382489792398161e+00,-2.681215859320421491e-03,8.457552404708178528e+01,1.223239069498133769e-01
7.399964688559066417e-01,8.453411032668505243e+01,-5.666348058549642436e-03,1.896106579086063171e-01,6.314133629728489825e-05,-1.192181703955351273e-02,-1.291165441103934346e-04,1.525293727089398720e-03,5.296149665273834906e+00,-3.193546128821093347e-03,8.453432316540573765e+01,1.285146574310278567e-01
8.108217936212929189e-01,8.449361490866978386e+01,-5.817787197897479265e-03,1.984790886286553202e-01,6.329837117953214087e-05,-1.199082246543649310e-02,-1.359300656779758698e-04,1.732297969750748283e-03,5.247630127203516182e+00,-3.735227215782671063e-03,8.449384822654164395e+01,1.345899710346161460e-01
9.064620803956067174e-01,8.444008392644830963e+01,-5.954049746391183555e-03,2.101963478102501226e-01,6.251181201731775079e-05,-1.208088264397413729e-02,-1.441020554879492068e-04,2.007232943218043453e-03,5.181675051827170364e+00,-4.508350359876280196e-03,8.444034575640353069e+01,1.426258497472665532e-01
1.002102367169920516e+00,8.438787946784411531e+01,-6.021517795856232147e-03,2.216293002464642115e-01,6.072674078497292209e-05,-1.216886697308730732e-02,-1.512186480358060348e-04,2.272149056479231231e-03,5.115232638308324198e+00,-5.323721671128915471e-03,8.438817071654527524e+01,1.504765187228097045e-01
1.097742653944234315e+00,8.433700351920214189e+01,-6.029619990942960452e-03,2.327831820457225143e-01,5.808933510589199539e-05,-1.225545573542040009e-02,-1.574039727969304633e-04,2.522572689982533183e-03,5.048312098700654893e+00,-6.175864640055911577e-03,8.433732499293580531e+01,1.581448171750720888e-01
1.215890871482786517e+00,8.427599150591365174e+01,-5.970058180602547115e-03,2.461787940552415122e-01,5.384673157105218324e-05,-1.236085556821537451e-02,-1.639220541044281252e-04,2.806328933470976592e-03,4.964992467325063608e+00,-7.272170510221918210e-03,8.427635127332618481e+01,1.673663582542480599e-01
1.334039089021338720e+00,8.421701303136863714e+01,-5.846488047324806779e-03,2.591508049976284367e-01,4.871604437097514135e-05,-1.246465785307246214e-02,-1.693680515267072262e-04,3.056336334110035420e-03,4.880964795348051943e+00,-8.409313170226319009e-03,8.421741196003868879e+01,1.763088001275331385e-01
1.452187306559890922e+00,8.416007114853753990e+01,-5.670888654459508085e-03,2.716982428377286984e-01,4.288341477122593968e-05,-1.256689243859535760e-02,-1.738987404722756121e-04,3.267935027171058830e-03,4.796239758824588861e+00,-9.580498270381413231e-03,8.416050990708788504e+01,1.849702397110292162e-01
1.570335524098443125e+00,8.410516866338224418e+01,-5.453609660660348364e-03,2.838198634777447382e-01,3.650981531444045131e-05,-1.266755038069356312e-02,-1.776492407069013709e-04,3.437527508622609859e-03,4.710827988336619754e+00,-1.077991621844489462e-02,8.410564772565952296e+01,1.933486235127037933e-01
1.688483741636995328e+00,8.405230813319823824e+01,-5.203589151712395902e-03,2.955143895759069772e-01,2.973439970804641960e-05,-1.276661098336718050e-02,-1.807359441837578812e-04,3.562436303091985525e-03,4.624740222487682573e+00,-1.200260608535752734e-02,8.405282778318579062e+01,2.014419106338795895e-01
1.806631959175547530e+00,8.400149186451751859e+01,-4.928541846761582551e-03,3.067805846126004377e-01,2.267739815703740996e-05,-1.286405012433661059e-02,-1.832590423662827249e-04,3.640780361941059300e-03,4.537987353899551657e+00,-1.324433796042237370e-02,8.400205220161126363e+01,2.092481240341566850e-01
1.948797144255579816e+00,8.394305846902736334e+01,-4.573758877581862899e-03,3.197675119856837611e-01,1.395848230607041833e-05,-1.297911179811628984e-02,-1.856690056385917941e-04,3.671681500035120071e-03,4.432733530505564623e+00,-1.475867218249922799e-02,8.394366764274442971e+01,2.182579545762463602e-01
2.090962329335612324e+00,8.388759096345800970e+01,-4.202175631252127661e-03,3.321306711809547396e-01,5.135270273101371887e-06,-1.309174609006096696e-02,-1.875142172736253142e-04,3.632519296376320039e-03,4.326552333908280978e+00,-1.629014374962845652e-02,8.388824855778943856e+01,2.268462600291520637e-01
2.233127514415644832e+00,8.383509189562673214e+01,-3.822014348195738615e-03,3.438683168449186422e-01,-3.663627499375728434e-06,-1.320190995035536510e-02,-1.889004243162726400e-04,3.523392585986025519e-03,4.219463709866566603e+00,-1.783445062672481610e-02,8.383579720605811758e+01,2.350100933665145442e-01
2.375292699495677340e+00,8.378556326839009216e+01,-3.440123272369483530e-03,3.549788650642409782e-01,-1.233093608579973071e-05,-1.330956102012188086e-02,-1.899153590320255727e-04,3.345277348319362735e-03,4.111487952094807774e+00,-1.938807857888490138e-02,8.378631531479641126e+01,2.427467011985902645e-01
2.517457884575709848e+00,8.373900653490534296e+01,-3.062190784996280876e-03,3.654608956793892749e-01,-2.077741436137285481e-05,-1.341465771716912093e-02,-1.906315978934066573e-04,3.099881739715758776e-03,4.002645696285476618e+00,-2.094816730384802678e-02,8.373980407486156707e+01,2.500535273052374996e-01
2.659623069655742356e+00,8.369542259415779029e+01,-2.692925569579856029e-03,3.753131542433141843e-01,-2.892907551434495717e-05,-1.351715929390401999e-02,-1.911089636262414376e-04,2.789523222650159510e-03,3.892957913563036332e+00,-2.251239789625741894e-02,8.369626413664026643e+01,2.569282157952629819e-01
2.801788254735774863e+00,8.365481178676276386e+01,-2.336208289129946755e-03,3.845345538050247702e-01,-3.672484584251460338e-05,-1.361702588793281717e-02,-1.913965447972681522e-04,2.417024328981701511e-03,3.782445903495311956e+00,-2.407889822997182766e-02,8.365569560621464973e+01,2.633686140100784945e-01
2.943953439815807371e+00,8.361717389104964582e+01,-1.995219359649064335e-03,3.931241765590995363e-01,-4.411459144443457718e-05,-1.371421857033055733e-02,-1.915343947691449853e-04,1.985624147203995157e-03,3.671131286698145146e+00,-2.564616339879964221e-02,8.361809804178237471e+01,2.693727751954161920e-01
3.114734809194261711e+00,8.357588953354273542e+01,-1.610003949719311916e-03,4.026064181636305750e-01,-5.239788952033825361e-05,-1.382738611093973710e-02,-1.915473336382012958e-04,1.394581376688740085e-03,3.536380112220643746e+00,-2.752823026304940940e-02,8.357685927242658863e+01,2.760062771848433849e-01
3.285516178572716051e+00,8.353889174663184747e+01,-1.254737871131586264e-03,4.111749110665318119e-01,-5.998066741320268495e-05,-1.393657641837825999e-02,-1.914349188382450566e-04,7.304455191866177739e-04,3.400540974497890279e+00,-2.940804374581210481e-02,8.353990364273430203e+01,2.820051393444917842e-01
3.456297547951170390e+00,8.350617688532413752e+01,-9.321072554849043354e-04,4.188290500664399452e-01,-6.682037931022244642e-05,-1.404172792511863138e-02,-1.912305313528683045e-04,3.863407665264258183e-07,3.263653091805535311e+00,-3.128436522180905177e-02,8.350722721205060850e+01,2.873671934554786755e-01
3.627078917329624730e+00,8.347774010511609788e+01,-6.440948239395689195e-04,4.255685941470694345e-01,-7.288558694641266052e-05,-1.414278142224440968e-02,-1.909587364615210499e-04,-7.880931641702423060e-04,3.125756273698330201e+00,-3.315625463171160969e-02,8.347882487254172190e+01,2.920907187251375325e-01
3.797860286708079069e+00,8.345357535634730084e+01,-3.921061334676934160e-04,4.313936688258449004e-01,-7.815400319626151734e-05,-1.423968016536305593e-02,-1.906369476912751955e-04,-1.627248744635456570e-03,2.986890897409993251e+00,-3.502299383146108974e-02,8.345469034397520147e+01,2.961744451718157367e-01
3.968641656086533409e+00,8.343367537950892654e+01,-1.770729047358292384e-04,4.363047680876685486e-01,-8.261088921797533197e-05,-1.433236997659916891e-02,-1.902767851364738940e-04,-2.509171124218425621e-03,2.847097883233464799e+00,-3.688402452763385464e-02,8.343481616936232115e+01,2.996175562466759090e-01
4.139423025464987305e+00,8.341803170152071800e+01,4.622999659706925404e-07,4.403027559021723825e-01,-8.624773952165123514e-05,-1.442079934216931522e-02,-1.898851855865109643e-04,-3.425849296724584048e-03,2.706418668924770010e+00,-3.873889810351143631e-02,8.341919371147608331e+01,3.024196906861494338e-01
4.310204394843441200e+00,8.340663463298845670e+01,1.402765864060106062e-04,4.433888673203600361e-01,-8.906120155524164682e-05,-1.450491950553097105e-02,-1.894653106292917008e-04,-4.369223174145865467e-03,2.564895183173509174e+00,-4.058723514464471216e-02,8.340781315025692777e+01,3.045809435887557037e-01
4.480985764221895096e+00,8.339947326645224734e+01,2.424096153592306558e-04,4.455647091463582066e-01,-9.105218646912247287e-05,-1.458468455583255587e-02,-1.890172902371779968e-04,-5.331227453996390843e-03,2.422569818184581170e+00,-4.242869288130216715e-02,8.340066348111675154e+01,3.061018667116265912e-01
4.689306521162881047e+00,8.339645464573082734e+01,3.163622026868217986e-04,4.469893379844198100e-01,-9.237397382213967183e-05,-1.467602425313102414e-02,-1.884291956267579785e-04,-6.518243500069135360e-03,2.247936590945134760e+00,-4.466512370464126996e-02,8.339765252718925126e+01,3.070916794157272367e-01
4.897627278103866999e+00,8.339969589586522147e+01,3.354499325248574428e-04,4.470668515613209770e-01,-9.249259336872998644e-05,-1.476074810983462118e-02,-1.877877565776835827e-04,-7.706579355038280753e-03,2.072252511630972460e+00,-4.689019624745952713e-02,8.340089414631650300e+01,3.071329952897837723e-01
5.105948035044852951e+00,8.340916985922734739e+01,3.007923010999793978e-04,4.458024116042282325e-01,-9.142704537047443062e-05,-1.483879104625676452e-02,-1.870818522992521364e-04,-8.881988561688442668e-03,1.895596942253710449e+00,-4.910321762081314850e-02,8.341036120582447211e+01,3.062295609461315737e-01
5.361503983672788465e+00,8.342926067209337759e+01,1.868827477723381133e-04,4.424272547535694211e-01,-8.853674312279011748e-05,-1.492532003630525628e-02,-1.861079484883243116e-04,-1.028573451638879234e-02,1.677676870621375604e+00,-5.180039384732616770e-02,8.343043376492046548e+01,3.038379654187656764e-01
5.617059932300723979e+00,8.345862540177395772e+01,-2.969728999274322181e-06,4.370543558386545402e-01,-8.394850100494738432e-05,-1.500161563522092560e-02,-1.849886270759349858e-04,-1.162380720726463590e-02,1.458564573425728650e+00,-5.447652251482762442e-02,8.345976977240948713e+01,3.000425777480620892e-01
5.872615880928659493e+00,8.349719743167557340e+01,-2.655792103556665331e-04,4.296982497144620772e-01,-7.771697482461199563e-05,-1.506760213209112909e-02,-1.836935239197554982e-04,-1.287179924385900218e-02,1.238410470555330933e+00,-5.712957040940572911e-02,8.349830309413808038e+01,2.948563495446304139e-01
6.201314943774779209e+00,8.356022891553732279e+01,-7.048295632530828707e-04,4.173473952740350823e-01,-6.738075145143118607e-05,-1.513722488656978407e-02,-1.817184104659231431e-04,-1.430671252229407352e-02,9.539578711836047553e-01,-6.050414155015801376e-02,8.356127114735706130e+01,2.861653901285605150e-01
6.609863256689542332e+00,8.365938019789510349e+01,-1.399278314087464264e-03,3.975201899531051186e-01,-5.107901334204643131e-05,-1.519973387698421094e-02,-1.786831416544496550e-04,-1.575638470712875314e-02,5.988395614209535145e-01,-6.463066966858491136e-02,8.366032464289966697e+01,2.722475075558131730e-01
7.143847148680543491e+00,8.382317524728455282e+01,-2.531643238364226882e-03,3.642616488437661615e-01,-2.441277818015467955e-05,-1.524121943009578740e-02,-1.735475735010011346e-04,-1.695976891067817183e-02,1.330510982011848531e-01,-6.988914850592940764e-02,8.382396674874682674e+01,2.489827387462626163e-01
7.677831040671544649e+00,8.402489284819293403e+01,-3.887668198448711830e-03,3.228847906085147712e-01,7.772581744643955714e-06,-1.523730643047141280e-02,-1.668430414900653319e-04,-1.721890317511436119e-02,-3.333113037561558634e-01,-7.496082366062394031e-02,8.402551331501804555e+01,2.201710003361235235e-01
8.211814932662544919e+00,8.426353427227105897e+01,-5.434430053443243397e-03,2.736379588073821201e-01,4.487824586204640614e-05,-1.518848723084289393e-02,-1.583305820902230110e-04,-1.637758634089649459e-02,-7.988652782832698085e-01,-7.980301820596451268e-02,8.426397875319993602e+01,1.860620394974940583e-01
8.745798824653544301e+00,8.453800211562899847e+01,-7.140319636422367069e-03,2.167974816049271780e-01,8.631852107088692811e-05,-1.509557151740330457e-02,-1.478044660651251017e-04,-1.429901732879380535e-02,-1.262248405244818406e+00,-8.436730412106410726e-02,8.453828040499929841e+01,1.469345520770975189e-01
9.279782716644543683e+00,8.484710604886100782e+01,-8.975477759321472820e-03,1.526653227621921904e-01,1.315292180855189843e-04,-1.495967127561663619e-02,-1.350943816595108710e-04,-1.086539161100920706e-02,-1.722127717694630133e+00,-8.860019758336500073e-02,8.484724386877066138e+01,1.030921340766496747e-01
9.813766608635543065e+00,8.518956917302843124e+01,-1.091207626258115446e-02,8.156652171533100570e-02,1.799735058546593144e-04,-1.478218048147654159e-02,-1.200658409244027808e-04,-5.977239047550564691e-03,-2.177208665032121182e+00,-9.244387655860683561e-02,8.518960892067217117e+01,5.485901690898772887e-02
1.034775050062654245e+01,8.556403488625916509e+01,-1.292448650315071966e-02,3.846475768827586905e-03,2.311458830802520543e-04,-1.456475055412479250e-02,-1.026194073247155026e-04,4.474310493328383033e-04,-2.626243389148459784e+00,-9.583689005624737578e-02,8.556403594884186248e+01,2.575694656027634026e-03
1.088173439261754183e+01,8.596907416150123993e+01,-1.498936110590663728e-02,-8.013188456124914483e-02,2.845746566716986291e-04,-1.430926239708942699e-02,-8.268910793744426824e-05,8.474125116040877315e-03,-3.068038196126500416e+00,-9.871484155126278304e-02,8.596911281376335978e+01,-5.340545428613295564e-02
1.138669449125045752e+01,8.637887561577882423e+01,-1.697122228761601542e-02,-1.649621506610710886e-01,3.367803305442052995e-04,-1.403452594492190196e-02,-6.152537960607086574e-05,1.758376376259437185e-02,-3.478135474850464259e+00,-1.009023154284916374e-01,8.637903480115835464e+01,-1.094205435578928520e-01
1.189165458988337321e+01,8.681337159744995802e+01,-1.896520422268970982e-02,-2.547223000183667652e-01,3.902728644816933629e-04,-1.372951155645294949e-02,-3.810359817163875174e-05,2.820157004421098082e-02,-3.879841217367077988e+00,-1.025117636086297773e-01,8.681374736322599972e+01,-1.681131672278726452e-01
1.250759156207938716e+01,8.737482571868946479e+01,-2.139329719866607527e-02,-3.703944289379491606e-01,4.568120964147163424e-04,-1.331939321860798817e-02,-6.500949559799078790e-06,4.322314029315195427e-02,-4.357244738191875300e+00,-1.036070048103091695e-01,8.737561341173812934e+01,-2.428835793115396713e-01
1.312352853427540111e+01,8.796849446303342290e+01,-2.379586192513829732e-02,-4.922806050453013005e-01,5.242898444595656907e-04,-1.287101784174779148e-02,2.837314992589034092e-05,6.053538954392820998e-02,-4.819489239490556187e+00,-1.036472301808725877e-01,8.796987509670506711e+01,-3.206296384948717493e-01
1.373946550647141507e+01,8.859180304403045625e+01,-2.615372832208524845e-02,-6.197546610350684881e-01,5.922490719000820126e-04,-1.238830828626880272e-02,6.641944799254524375e-05,8.013677196141466563e-02,-5.265294380881055503e+00,-1.025246240615054205e-01,8.859397466221766138e+01,-4.008130091901991876e-01
1.447957158078741990e+01,8.937627495330758620e+01,-2.890518047393447754e-02,-7.794329795345589229e-01,6.739764383727744543e-04,-1.176849312078767119e-02,1.161494516940951745e-04,1.066907608758863174e-01,-5.777626764068752863e+00,-9.948639406691468789e-02,8.937967820376330508e+01,-4.996525990110220472e-01
1.522039918682914461e+01,9.019598463228950891e+01,-3.154837885487509624e-02,-9.453586987665160146e-01,7.552800057476496357e-04,-1.111109683072779991e-02,1.700644691126888158e-04,1.364943445897880137e-01,-6.263334315274245334e+00,-9.442534644405735367e-02,9.020094424205184680e+01,-6.005043404868841694e-01
1.596122679287086932e+01,9.104556126826521734e+01,-3.406217042705033532e-02,-1.116315208216322130e+00,8.355488259112145042e-04,-1.042349824269087413e-02,2.278203886917954627e-04,1.694384740423523772e-01,-6.720482280959818588e+00,-8.716422189863511083e-02,9.105241098690898127e+01,-7.024718647985120912e-01
1.685730995531089604e+01,9.210650682980475779e+01,-3.690925696620898228e-02,-1.328342502050273932e+00,9.306070531360104191e-04,-9.560799933674844070e-03,3.023568113283760001e-04,2.133306599340427379e-01,-7.233663820984411075e+00,-7.519385012833458559e-02,9.211609227754330220e+01,-8.262515410922252057e-01
1.774045477050769293e+01,9.318043666359635324e+01,-3.948993468115261085e-02,-1.541310197018688655e+00,1.021486301169215270e-03,-8.687401590296288389e-03,3.802933199613844537e-04,2.607174360351155462e-01,-7.695490980617391230e+00,-5.971314648662314623e-02,9.319319166868825732e+01,-9.476508106210697058e-01
1.864129312569836117e+01,9.429695057301141503e+01,-4.187702055593079536e-02,-1.760968106853716408e+00,1.110733610689661633e-03,-7.782944909506090206e-03,4.637910886895764808e-04,3.130272935263934131e-01,-8.120685485296393225e+00,-3.987938359771947550e-02,9.431340122022513128e+01,-1.069857648971564767e+00
1.954154729932113455e+01,9.542626999810850918e+01,-4.400373106442831417e-02,-1.981345120270431970e+00,1.195938567396729333e-03,-6.874675306445412679e-03,5.507043067451554853e-04,3.690395715449054648e-01,-8.498860691468189899e+00,-1.571932341008417527e-02,9.544684735791889807e+01,-1.189467050519561475e+00
2.039639916388760454e+01,9.650434154301422041e+01,-4.577571158405675106e-02,-2.190055874651646306e+00,1.272765088613656047e-03,-6.015730587745363178e-03,6.359541229915989915e-04,4.254202323463595059e-01,-8.814709186143716124e+00,1.145760296364248601e-02,9.652919960716863557e+01,-1.300039167113126837e+00
2.118243536227976875e+01,9.749517313531937646e+01,-4.718714067637652665e-02,-2.380464789488916377e+00,1.339616623436050251e-03,-5.234462145910955683e-03,7.163033941999546366e-04,4.797821694996934894e-01,-9.068237447617478963e+00,4.025392179979674773e-02,9.752424121174254878e+01,-1.398669163106928570e+00
2.196847156067193296e+01,9.848090073106519071e+01,-4.838599252265968209e-02,-2.568572426545849385e+00,1.402610586719120435e-03,-4.465768045965986394e-03,7.982151242939001645e-04,5.363477252163115772e-01,-9.286909482511084946e+00,7.283627541521930926e-02,9.851440358808756059e+01,-1.494046060318030555e+00
